,job_title,job_link,company,location,date_posted
686,CNC Miller,https://uk.indeed.com/viewjob?mo=r&ad=-6NYlbfkN0BlIR6L0eizDKDqkzeZRfLume_DxC2-xIBuckbPXhGlgQ01ftrjl3y3ct_zGRAqoiqhpsi0pArJb0VwDtvO5v32WfHYLeyhWziHoZh3WgKTr40VPvMB3AyxOA9pUSZWuAZkcJvVRhH9WrUr3KYkIcph-_rtM7ktN5X5Nj7P6wHPHjjUYGU7ts20NgIWOaiCraUhtgkUn3kjTlsSkELgvyhuCzAftWag0pNH4w45w_GjopvXV14dvCPD3h07QLHD2lUdeWbNGAvtdhyMfPn6cB3P8Xz-deGO5m9tk17YLcMzP-plVeq_qBKRZy9l3sjv-IQ9a9_2KJmdp0B19HE1t--X19JFMmzA4y0hwH_0bZxnwS644yeaGRC2Eu_uQRNH_zXBT8C7cM1bk4FwB-mEnti6RjSopyvtuTv-y6cXuyZ1mEpr0oJLxk09yW13YSv5Zv0qG9MS9YfsoWMhkUXUrOvQ-67ceCAYOxQXrgqsPrwRkX1-OFA5XH2g0wjp144hPnx_jYGls3Ch7Yy7s9fvOVbuP8bXm-o0rnXgGciR0LVeiIROHwsXwSm-oVtZQ9PugMXmmNw5HEd4Cj1Oyz-Kv0RP&xkcb=SoAJ-_M3MPQ37BAMJz0AbzkdCdPP&p=11&fvj=0&vjs=3,Rise Technical Recruitment Limited,Exeter, 1 day ago
687,Commercial Account Handler,https://uk.indeed.com/viewjob?mo=r&ad=-6NYlbfkN0BqjwAFzfF8qZr5F07QYee9qyYvkW8jiz07ROfkxVRVjih9jhgbpPU7Du__bTNT0v7gpjwWUJAsv0utmwk9YK4M2GreiXDNo6kRZkPWKH5jo8f3u81puyivRzAxfsaph0DbXe1AGIgdaIUDt_oohvcLX7AoBfMGtwIQBJd9uhYB5yzMQbd7rXgmAzFBFQPIueGVxY61PGF2b-TzSMmcMYJUcPVwoW9wSIOFFatJueRZci_31VnY14LyvV_A59OyuV-l3IVMROWswsaZARlkF-PeT315m6AcT97N8vOl7lDagGiN1jLPFX-FaRs7XG-LuYOF2wxvq2UhG_Rx8fRiEV7WbR8_6EfrtlxHAFx3w1sQ_iBIRCA6O--KV__DgMmxGXouiUIUw2lFOLM6PnN5wLM-l3xY4KfV-ZWj2rgjL1rDXFajWJCDp7r-aHgrobPmNHNhGhHR4TgJm1YvWQiSnv_6XGRIk4tPbJpHishnq3KfePEuIBkU9mA9gJ3s3FCZbGxXeFBwX3DglmVc9ByzUdSi&xkcb=SoCH-_M3MPQ37BAMJz0HbzkdCdPP&p=12&fvj=1&vjs=3,Resolve Recruitment Services,Plymouth, 1 day ago
688,Electrical Improver,https://uk.indeed.com/company/DK-Recruitment/jobs/Electrical-Improver-d967237f039ca66e?fccid=84fefa5398c84978&vjs=3,DK Recruitment,Plymouth, 1 day ago
689,Cleaner,https://uk.indeed.com/viewjob?jk=8fd5490f568d78df&fccid=c55f4ad42cee2cd3&vjs=3,Compass Group,Torquay TQ1+1 location,Today
690,Qualified PCV Bus Driver,https://uk.indeed.com/viewjob?jk=2ff769f9f2921cfd&fccid=02f1ec9f1ce06922&vjs=3,Stagecoach,Torquay,Just posted
691,Health Care Assistant,https://uk.indeed.com/company/Staff--net-ltd/jobs/Healthcare-Assistant-25313c9a265d61a6?fccid=e56481630ac67989&vjs=3,Staff-net ltd,Plymouth, 1 day ago
692,Skilled Labourer,https://uk.indeed.com/viewjob?mo=r&ad=-6NYlbfkN0AaYI-Wvry3ZeiIasU8OLsmE7wakRl5JpJGDmiCFo9Gm-wFcQAHVydMbSEI5f4i8hGwKGCAPaQEdaTjwrkIPwmMy9cWzkfdX0-Rlm7txa1MwAlu2kXcgm2D0SE-y5Ew_Sb55jZNhm9qi8tukwHq-eZtMD5Mrsi3Hrmy2Qw8ydi4i4FBXf1Cj7SSdKH5HITpJVwp2RKHHdNHThSHW61-fw1OFiGwOzUjWJOsKU-HG8qjQ1nvUAfja959Ixso4_rqzgH_RnCrIZaqMyo2bNy_pmbyicSx1nyOttfuRVqDZ36nCseQBGpMrPwRKWyFZEaPBO_tz0g2YB_qvLDxBP5M8E-0ptcT3ZKk6Wb0q3v_ABtE-slrdqwZseZFYroZMApHHUlWHHE9h7vGJabfKqW6GZ1YdcZgiSXAOomlf6NbkvLLlTvZDTTXiltWqM-zOjpupeAhSXCrBaM0Jrsitea08YqQS7B-gKkh6FU3tG8dMP1DjovOjUIEZxMOJrEsT94NnON-HBoAxUInlLt3Q8wEUNy_cj1uuJ105xe-dTI1wF1dLWcxifcd_Py2b4PKjSZ7sSpoalK-hSbzFTkcjiertFI_8CroSBBhMkUxBtDAcUcgY0Xge_Bfz5SLkioIfb6henjunBOZYgQF8IL6Hly69LBirz9rEfmi5VqQeiNRy6CRv85psEpVCv1meFV4IZyrK00eYVbVsNSL_CaS2jPKLXJRw96JMxhNw2hChy6vX1_5TE69VSDxHe5Y&xkcb=SoA5-_M3MPQ3UqSS5Z0JbzkdCdPP&p=2&fvj=0&vjs=3,RecruitEasy,Torquay TQ2, 1 day ago
693,Roofers,https://uk.indeed.com/viewjob?mo=r&ad=-6NYlbfkN0AaYI-Wvry3ZeiIasU8OLsmE7wakRl5JpJGDmiCFo9Gm-wFcQAHVydMbSEI5f4i8hGwKGCAPaQEdYc1I-t9uFDASs1abhlzE2eFgjzhpyHVNU89GbwLotzqh-oMSaRfD56JJzjBYsv9gYLJZgFgTHtIygEO2FgKGc5qE5UZ3p_WOKNBmsyDX8ovcJqHOgZad6v-e-TzPoX9a2-wGxQhBeUlOOrCRlhExlzcEIorReKwnp2z6BbtMzwKRNoaneW22nVvvmPQQV3X0b5n2rA23OCH9JonblZdEp-tyRXRZB2pWu5t2FFAAXjV25HDwA4IfxUfo2raqZS3KKsJ0oYqvmE5hkMdvIah81wjz5yILA0iq4LtdGgPRC3OHAyR7thxNyjUKLesK_IQdssXjD6i7GGM66H6ni17tY4UUrsJll-u4YgcWc3c8YX9luyoWRg4mR8ijTfDHrAhGLqW-76ub0WBluhB7pBNKSVywlRgnXe0XvV03V4hctKF8O5PdFSQQCA7HaiEy3ddCl24towSw0uuU8o4hf6jE6j8QxD0oG3-AKaUfUFW_YWtaIl9r4GtaHD3CtViU1o-tfzNjB1rQiiC5fDzAPhPjkW_sEaFfREN4DKwV8ruWs2N0YoFMUPFCsS7a9pC2WY6XCYnckK9gdf_OdAwQ8iRVDdeSZwENZFO4ZlgMjh69efv-ryhzWr09EaOJRzqDqOY-NqEwLEYgmAO4ggikwKNpKk=&xkcb=SoCN-_M3MPQ3UqSS5Z0IbzkdCdPP&p=3&fvj=0&vjs=3,RecruitEasy,Newton Abbot TQ12+1 location, 1 day ago
694,Fabricator/Welder,https://uk.indeed.com/viewjob?cmp=Titan-Recruitment-(South)-Ltd&ti=Fabricator%2Fwelder&jk=ac7d9a14e61ddfa3&fccid=8e3b7843a8d8fb53&vjs=3,Titan Recruitment (South) Ltd,Cheriton Bishop,Today
695,Sales Administrator,https://uk.indeed.com/company/Key-Recruitment-Limited/jobs/Sales-Administrator-7c4e24462eb544d9?fccid=2f1870b23a8d85fd&vjs=3,Key Recruitment Limited,Exeter,Today
696,Production Operative Nights,https://uk.indeed.com/company/TQR-Plymouth-LTD/jobs/Production-Associate-9c877fc3eabad4b4?fccid=f3face388f78f3e1&vjs=3,TQR PLYMOUTH LTD,Plymouth, 1 day ago
697,Van Driver Cat B,https://uk.indeed.com/viewjob?jk=0d77c4653301fc23&fccid=52eea3a65ee31030&vjs=3,The Best Connection Employment Group,Exeter EX5,Today
698,Supervisor (MAT Cover),https://uk.indeed.com/company/The-Watches-of-Switzerland-Group/jobs/Cover-Supervisor-4d0d3740f2466970?fccid=982877dfd8c18e08&vjs=3,The Watches of Switzerland Group,Plymouth, 1 day ago
699,Industrial Cleaner,https://uk.indeed.com/viewjob?mo=r&ad=-6NYlbfkN0AaYI-Wvry3ZeiIasU8OLsmE7wakRl5JpJGDmiCFo9Gm-wFcQAHVydMbSEI5f4i8hGwKGCAPaQEdc4HqziCmeEj-E2x_PxBrPVakVnIfWsizYo4TJKBNdIlM3VN40QOOY_wPMap6eBWvRJ6nZSjN3rLUG9FSXu8Ty4OomDuyG6n0FmBDvm-CSo6sf7QqOvZ3HHHiE8UVvd-ngt86WirdDtMx7pB4KD22p4WChISGGXtVJebnGTc3guINsemoFVhhbmwhBLK7qe8xv3e2BGfClySMe9ZhDBY1_wpsJAG9rWjiXGcQDTqyXlVZyETN3XKW6RkTxot7JCkjxetBnqvnReexCPJgDdwME7pSvugKteryCPBF6VT8KCJFlkyxPFXam04Z_d58cuQwAQf0scsjCOnaOlX2dze1SCAoXNdHZa_P4BOOs29A-5HssP2NKs337-YnVbq-nyGyY8OgyWBjBExTwe3qUPxAhJ2Q8-XcvWnpLtqhpbHcA_9sFQiuXfllB6gsyFVL7hmrKonrzabKNXvtB0rn2Uv0yGCN2SXe-vFd6qx_fz7ncIweUjF-otghcdOMSjxG5GJi2p3oxK7NLwiRo7zXWlpTHWd9gmT0E5_bWPqJk1JtuaOcMMwzc78Uc374SUgd3qYDEMi7aVefcq_zjGuOGNaJWBfJ3W4rFtshZ3bjiH3A7w-9WufsDQIDTdhVxl78yikjV9L8yAkfnqgNoJtyQ9S1-VWeNUgw4ZsEA==&xkcb=SoDD-_M3MPQ3UqSS5Z0CbzkdCdPP&p=9&fvj=0&vjs=3,RecruitEasy,Paignton, 1 day ago
700,Telescopic Forklift Driver,https://uk.indeed.com/company/ITS-(Exeter)-Ltd/jobs/Forklift-Operator-e8b6b205de68bcb5?fccid=2a71bc0fde5e3ddb&vjs=3,ITS (Exeter) Ltd,Hatherleigh,Today
701,Optical Assistant,https://uk.indeed.com/viewjob?jk=1cc34bb7b135b757&fccid=a30572d7195b4456&vjs=3,Specsavers,Plymouth PL9, 1 day ago
702,Retail Sales Assistant,https://uk.indeed.com/viewjob?mo=r&ad=-6NYlbfkN0BYjkcs6WBpQBH0GScCCg_Mw1qsmn-7XMnyaElk1j9CZxABnG1ag-d_5lcBLPNe9SGpbZ05FsD6PcGUHND3Zb-UUmyzCU05m0Lvb7eN_6E-DUEh9218e0J-wbUaw9_Vma8zt1Fnplpienv2-8cfOApcF-aagckhbz_Bb4tUiSrS8n98dP0vrBlv6lWHMKJSB2cY1FharZZZ_belYZLqJjCvIU_QLurc1WfSbPaZ6zh38O7v-HBKQGlBJ5JIwZKIuo1w5jgJJAb13YOFk4dMpRcs3LMkQ-Z-Mo58rVGkoxfiIyqWQKv1Ik-JDoKCbHRg8jF95i0NuNrjP9F4wOXVdf6lVWjDTXN87O9thKDrJG4PTtCwSUVBqWY3wEt2-V8-aoU4cTaH2mx11xPPBFr1jW47t3FA9trA9HNEE12VwqsMnFLbU84k7qQeRw9XoJWK5V9PYxba5rrwdwevhHQAlwnYHDomkS5pzbAZCKo0QgWdqSmL5tKrICpqNnhBKCGyuscX_3hNgn9pfj0BJIjL82MVFVTuvNcGeKbuA_AZxdBXcg==&xkcb=SoBk-_M3MPQ3UqSS5Z0HbzkdCdPP&p=12&fvj=0&vjs=3,Candour Talent Ltd,Exeter, 1 day ago
703,Production Operative (FT),https://uk.indeed.com/viewjob?jk=9fc3c9b22f185c5b&fccid=2599ce1922e6b42a&vjs=3,MachRecruitment,Cullompton,Today
704,Painter & Decorator,https://uk.indeed.com/viewjob?mo=r&ad=-6NYlbfkN0AaYI-Wvry3ZeiIasU8OLsmE7wakRl5JpJGDmiCFo9Gm-wFcQAHVydMbSEI5f4i8hGs-zxbsyPDawBslxMM5TuTSNnJd-rQmweHyUxKdjLaY2p5w9I1ZcqnddVgNiqFBbR0pTb_JYeKoSpponIcONU-aNKKWk-UKNSU4LNYX8NcJ07u5yfVVnyhhAWfWltX1tqFMB-fixXuWesxvMAnKTn6Hr-e4MJKg6ziYZP8Z8gGkD7vvlH4E7dL83bxRRIAPT_2NsFxzp-4jbz1VkdPsHWN7W3w62SLp1tF4HFIatQidMDAxvSE04n7ZtBHugJ08IPgkc_TQSl4Anh_pfSQuJBXpxWWpMiI6BuLs3_CeniRBiTXpsBSCvgHB-KOa0NW-KtBWN81T6y6CpAQKGm7c31rg4qC1nhKY8OvYLVfxX2gOJUFie9hW1Eh_3KMzlso9dIUchl0f5lAmaXzpFr-lm0pn_WrMNCQfWgNZFAUL1OBNH7bE52gjFBEeaPnuePyaVguyhXtGYg_jOU1lXRA5WP7N3qf9jbfJ4t36KN82OihgjLFszYtDeHAQ-yiyPC3K1OWc1JHAgZECriee2Lp0ZYErKWv95nrc2aqNYYs1hK8giXUnIk5hebI&xkcb=SoBN-_M3MPQ3UqSS5Z0FbzkdCdPP&p=14&fvj=0&vjs=3,RecruitEasy,Plymouth+1 location,Just posted
705,Contact Lens Optician,https://uk.indeed.com/viewjob?jk=cb2aa71300ed42fa&fccid=a30572d7195b4456&vjs=3,Specsavers,Exeter EX4,Today
706,3.5t Van Driver,https://uk.indeed.com/viewjob?jk=88d81c8442771b36&fccid=313224a03244953f&vjs=3,Quinn Recruitment,Plymouth,Today
